145,145,145,146,145,80,10,90,145,144,145,145,145,145,145,145,145,146,145,80,80,90,145,144,145,145,145,145,145,145,
145,145,145,146,145,90,10,10,145,144,145,145,145,145,145,145,145,146,145,90,90,80,145,144,145,145,145,145,145,145,
155,155,155,156,145,80,90,10,145,154,155,155,155,155,155,155,155,156,145,80,90,10,145,154,155,155,155,155,155,155,
165,165,165,166,145,80,80,90,145,164,165,165,165,165,165,165,165,166,145,80,90,10,145,164,165,165,165,165,165,165,
208,208,208,209,145,10,80,10,145,207,208,208,208,208,208,208,208,209,145,90,90,10,145,207,208,208,208,208,208,208,
218,218,218,219,145,80,90,80,145,217,218,218,218,218,218,218,218,219,145,90,10,10,145,217,218,218,218,218,218,218,
145,145,145,145,145,10,90,10,145,145,145,145,145,145,145,145,145,145,145,80,90,80,145,145,145,145,145,145,145,145,
145,145,145,146,136,70,70,70,134,144,145,145,145,145,145,145,145,146,136,70,70,70,134,144,145,145,145,145,145,145,
145,145,145,146,156,70,70,70,154,144,145,145,145,145,145,145,145,146,156,70,70,70,154,144,145,145,145,145,145,145,
145,145,145,146,166,70,70,70,164,144,145,145,145,145,145,145,145,146,166,70,70,70,164,144,145,145,145,145,145,145,
155,155,155,156,219,70,70,70,217,154,155,155,155,155,155,155,155,156,219,70,70,70,217,154,155,155,155,155,155,155,
165,165,165,166,80,70,70,70,90,164,165,165,165,165,165,165,165,166,10,70,70,70,80,164,165,165,165,165,165,165,
218,218,218,219,10,80,10,90,80,217,218,218,218,218,218,218,218,219,80,10,90,10,80,217,218,218,218,218,218,218,
90,90,80,90,80,90,90,90,90,80,10,10,90,10,80,80,90,90,90,10,80,80,90,90,80,90,10,90,90,90,
90,80,80,80,90,80,10,80,10,90,90,80,10,90,90,90,90,80,80,90,90,80,80,90,80,80,80,80,80,10,
42,42,42,42,43,10,80,90,41,42,42,42,42,42,42,42,42,42,43,80,80,90,41,42,42,42,42,42,42,42,
52,52,52,52,53,80,80,90,51,52,52,52,52,52,52,52,52,52,53,90,80,10,51,52,52,52,52,52,52,52,
62,62,62,62,63,90,80,10,61,62,62,62,62,62,62,62,62,62,63,90,90,80,61,62,62,62,62,62,62,62,
10,90,80,90,90,90,80,10,90,80,80,80,90,10,80,90,80,90,80,80,80,90,90,90,80,90,80,58,90,90,
