10,80,80,90,90,10,80,80,90,80,80,80,10,80,90,10,10,80,80,80,80,10,10,90,80,80,10,90,90,90,80,10,80,80,80,80,10,80,90,80,
80,80,90,80,80,80,90,90,10,80,80,10,90,90,10,90,80,90,80,80,80,90,90,80,80,80,80,80,10,10,10,80,90,10,90,10,90,10,90,90,
90,80,10,90,10,80,80,90,80,90,80,10,10,80,90,80,90,90,90,80,80,80,90,10,80,90,80,90,10,80,90,80,10,80,10,80,10,90,80,80,
10,10,90,80,90,80,80,80,80,90,90,90,80,90,80,80,90,80,80,90,80,10,90,80,80,80,80,80,80,10,80,90,80,10,80,90,90,90,90,80,
10,80,90,90,80,10,90,10,80,80,10,80,90,80,10,90,80,10,80,80,80,80,90,90,80,90,80,90,90,10,80,10,90,80,10,80,90,10,90,90,
80,90,80,80,80,80,80,10,80,10,80,90,80,10,10,80,80,10,90,90,10,90,10,10,80,80,80,90,80,80,80,80,10,10,80,10,80,90,90,10,
90,90,90,90,80,90,80,80,10,90,10,80,80,90,90,80,90,90,80,90,10,80,80,10,80,80,80,80,10,80,80,90,90,80,80,80,90,90,10,10,
80,80,90,90,10,90,10,10,80,80,90,80,80,80,80,10,80,10,80,90,10,90,90,90,90,10,90,10,80,10,90,80,80,10,80,80,90,90,90,80,
10,80,10,90,10,90,10,10,90,90,10,90,90,80,80,80,80,90,90,90,10,90,80,90,80,80,80,90,90,10,80,80,10,80,80,90,10,10,10,80,
90,90,10,90,10,80,90,80,90,80,90,10,80,90,90,80,10,80,90,10,90,80,90,90,10,10,80,90,90,80,80,80,80,80,80,10,80,90,80,10,
10,80,10,10,80,90,90,90,10,80,10,10,10,80,90,90,80,80,10,10,90,80,80,10,80,80,80,90,80,90,90,90,90,10,80,90,90,90,80,80,
10,90,80,90,90,90,90,10,80,80,90,90,80,10,80,10,80,90,80,80,90,80,10,10,80,80,80,80,10,10,10,10,80,90,80,10,80,80,90,90,
10,90,80,10,10,10,80,90,90,80,80,90,80,90,80,90,80,90,10,90,90,80,10,80,90,80,80,80,80,80,10,80,90,90,10,10,80,80,90,10,
80,80,80,90,90,90,90,10,80,90,90,80,90,90,90,80,90,80,90,80,80,80,10,80,10,90,80,80,80,80,10,80,80,80,10,90,90,80,10,80,
80,80,80,10,80,10,90,80,80,10,80,80,80,80,80,80,90,90,80,90,80,90,90,90,80,90,80,10,80,90,80,80,10,90,90,80,90,80,80,10,
10,90,80,10,10,10,80,90,80,10,80,80,10,90,90,10,80,80,10,90,80,80,80,90,10,80,80,80,80,90,90,90,80,10,10,10,80,80,90,90,
80,10,80,10,90,80,80,10,80,90,10,10,10,90,10,10,10,10,80,10,80,80,80,80,10,10,90,10,90,80,80,80,10,10,80,10,10,10,80,10,
10,80,80,80,10,10,80,90,10,90,90,80,80,10,80,10,90,10,90,10,90,80,90,10,90,80,10,80,80,90,80,80,90,80,80,90,90,80,80,80,
80,80,90,90,10,80,10,90,80,80,90,80,90,10,80,80,10,80,10,10,90,10,90,90,80,90,80,90,80,10,80,90,80,80,90,90,90,10,90,90,
80,90,90,90,10,80,80,80,90,10,80,90,90,90,80,80,80,90,80,90,80,80,90,10,90,80,80,90,80,10,80,80,10,90,80,10,10,90,10,90,
10,80,80,10,80,10,80,90,90,80,10,80,90,90,90,10,10,10,80,90,90,90,10,80,80,80,80,90,90,10,80,90,80,80,90,80,90,80,90,80,
90,80,90,80,80,90,10,80,10,80,90,10,10,90,80,80,90,80,80,90,80,10,80,90,80,80,10,10,80,10,90,90,80,10,10,10,10,80,80,90,
80,90,80,90,80,10,10,90,10,80,80,90,80,80,10,80,80,10,80,80,90,80,90,80,80,90,80,90,80,80,80,80,80,10,90,10,90,90,90,10,
80,10,90,80,90,90,80,10,90,80,10,90,10,10,90,90,10,80,90,80,80,90,90,10,80,80,10,80,90,90,90,80,90,10,10,10,80,80,10,80,
80,90,90,10,10,80,90,90,10,80,80,90,10,80,10,90,80,80,80,90,80,90,10,10,90,80,80,90,80,80,10,80,90,90,10,80,10,10,80,90,
80,80,10,10,90,80,80,90,80,80,10,90,80,80,10,80,80,90,80,80,90,80,80,90,80,90,90,80,90,80,80,80,10,80,90,90,10,80,90,90,
80,80,90,10,90,10,90,80,90,90,90,80,90,80,90,90,90,90,90,90,80,80,90,90,10,80,80,80,90,90,90,80,10,80,90,90,80,80,10,90,
80,80,80,80,90,90,90,90,90,80,90,80,10,90,80,90,80,10,90,90,80,90,80,80,80,90,80,10,90,80,80,10,90,10,80,80,80,90,10,80,
10,80,90,90,10,80,80,90,80,80,10,90,80,80,10,10,10,90,90,80,90,90,10,10,80,80,80,80,80,90,90,80,10,10,80,80,80,80,10,10,
80,90,10,80,90,90,90,80,90,10,80,90,10,90,80,80,80,80,80,80,90,80,10,80,80,10,90,10,80,90,90,80,90,90,80,10,90,10,80,90,
10,80,90,90,90,10,80,90,80,80,90,80,10,10,80,80,10,90,80,80,80,80,90,10,90,90,10,90,10,80,90,90,90,10,80,80,80,80,90,90,
80,80,80,90,80,90,90,90,90,90,80,10,80,10,10,90,10,80,80,80,80,80,90,10,90,10,90,90,10,90,10,80,80,80,10,80,80,90,80,80,
90,80,80,10,80,90,10,90,10,10,80,10,10,80,80,10,90,80,90,80,90,80,10,10,90,80,80,80,90,90,10,10,80,90,90,90,10,90,90,10,
90,90,90,80,10,10,80,80,90,90,80,80,10,10,90,10,90,80,80,90,80,10,80,80,90,10,90,90,80,80,90,80,80,80,80,90,80,80,90,90,
90,90,90,90,90,10,80,80,80,10,10,80,80,90,90,90,10,80,80,90,80,90,80,90,90,80,80,80,80,10,80,80,80,10,80,90,80,90,80,80,
90,80,80,80,90,10,80,10,80,80,10,80,80,80,90,90,80,80,10,80,80,90,90,80,10,10,90,90,90,90,10,80,10,80,90,80,10,90,90,10,
80,80,10,10,80,80,10,90,10,80,80,80,80,80,90,90,80,10,90,10,80,10,90,80,80,10,80,80,80,90,80,80,80,80,90,80,10,10,90,80,
80,90,90,80,10,90,90,90,80,10,10,80,90,80,80,90,80,80,90,80,90,10,80,10,80,80,90,10,90,90,10,90,80,80,80,80,90,80,80,90,
90,90,90,80,90,80,80,80,10,10,10,80,80,80,90,10,10,80,90,90,90,10,80,90,10,80,90,80,10,90,90,80,90,80,90,10,80,80,90,80,
90,90,90,80,80,10,10,10,80,10,10,80,80,90,80,80,90,10,80,80,80,90,90,80,10,10,80,80,80,90,80,80,90,80,80,90,80,80,90,10,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
