145,145, 53,145,145,145,145, 40,145, 53,145,145,145,145,145,145,145, 53,145,145,142,142,142,142,142,142,142,145,142,142,142,142,145,142,142,142,142,142,142,142,
145,145, 52, 42, 42, 42, 42, 42, 42, 52,145,145,145,145,145,145,145, 53,145,145,142,142,142,142,142,142,142,145,142,142,142,142,145,142,142,142,142,142,142,142,
145,145, 53,145,145,145,145,145,145, 53,145,145,145,145,145,145,145, 53,145,145,142,142,142,142,142,142,142,145,142,142,142,142,145,142,142,142,142,142,142,142,
145,145, 53,145,145,145,145,145,145, 53,145,145,145,145,145,145,145, 53,145,145,142,142,142,142,142,142,142,145,142,142,142,142,145,142,142,142,142,142,142,142,
 42, 42, 52, 42, 52, 42, 42, 42, 42, 52, 42, 42, 42, 42, 52, 42, 42, 63,145,145,145,145,145,145,145,145,145,145,142,142,142,142,145,142,142,142,142,142,142,142,
145,145,145,145, 53,145,145,145,145, 53,145,145,145,145, 53,145,145,145,145,145,142,142,145,142,142,142,142,145,142,142,142,142,145,142,142,142,142,142,142,142,
145,145,145,145, 53,145,145,145,145, 53,145,145,145,145, 53,145,145,145,145,145,142,142,145,142,142,142,142,145,145,145,145,145,145,145,145,145,145,145,145,145,
145,145, 41, 42, 52, 42, 52, 42, 42, 52, 42, 42, 42, 42, 52, 42, 42, 42, 43,145,142,142,145,142,142,142,142,145,142,142,142,142,145,142,142,142,142,142,142,142,
145,145, 53,145,145,145, 53,145,145, 53,145,145,145,145,145,145,145,145, 53,145, 23, 23,145, 23, 23, 23, 23,145, 23, 23, 23, 23,145, 23, 23, 23, 23, 23, 23, 23,
145,145, 53,145,145,145, 53,145, 41, 52, 43,145,145,145,145,145,145,145, 53,145, 23, 23,145, 23, 23, 23, 23,145, 23, 23, 23, 23,145, 23, 23, 23, 23, 23, 23, 23,
145,145, 53,145,145,145, 52, 42, 52, 52, 52, 42, 42, 42, 43,145,145,145, 53,145,142,142,145,142,142,142,142,145,142,142,142,142,145,142,142,142,142,142,142,142,
